TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,CustomerAge_bin,TransactionAmount_bin,Target
165.25,1,34,2,35.0,0,106.0,1.0,9939.94,1,0,3
14.29,1,20,0,34.0,1,150.0,1.0,7016.99,1,0,2
232.79,0,16,1,55.0,2,145.0,1.0,2661.3,0,0,2
293.97,1,31,1,68.0,2,153.0,1.0,7371.85,2,0,0
136.32,1,24,2,19.0,3,113.0,1.0,264.83,1,0,0
251.06,1,7,2,36.0,0,34.0,1.0,10001.66,1,0,1
50.17,0,34,0,77.0,2,35.0,1.0,7752.140000000001,2,0,3
21.4,1,14,1,34.0,1,258.0,1.0,9594.11,1,0,2
73.28,1,4,1,21.0,3,21.000000000000004,1.0,1329.41,1,0,1
70.23,1,22,0,38.0,0,260.0,1.0,11624.93,0,0,2
689.29,1,12,0,22.0,3,100.00000000000001,1.0,168.84,1,1,2
745.03,1,13,2,28.0,3,231.0,1.0,160.57,1,1,2
54.61,1,25,0,58.0,1,160.0,1.0,7135.64,2,0,0
54.05,1,21,1,27.0,3,146.0,1.0,469.13999999999993,1,0,2
107.47,1,2,2,67.0,2,144.0,1.0,7517.499999999999,2,0,1
219.63,1,5,0,48.0,0,44.0,1.0,8013.63,0,0,1
93.52,1,30,2,51.0,1,97.0,1.0,2791.2,0,0,0
275.92,0,26,1,62.0,2,107.0,1.0,1777.38,2,0,0
376.79,1,25,1,68.0,2,265.0,1.0,7749.14,2,0,0
8.98,1,11,2,66.0,4,56.0,1.0,4516.76,2,0,1
697.32,1,1,2,68.0,2,91.0,1.0,2016.0200000000002,2,1,1
17.45,2,29,0,18.0,3,88.0,1.0,1959.52,3,0,0
442.74,1,36,1,23.0,3,136.0,1.0,1790.27,1,0,3
623.9,1,38,0,27.0,3,249.0,1.0,711.4699999999999,1,1,3
63.41,1,13,0,26.0,3,36.0,1.0,1546.22,1,0,2
346.85,1,18,0,44.0,0,88.0,1.0,7208.15,0,0,2
71.95,0,43,2,59.0,1,53.00000000000001,1.0,9267.32,2,0,3
7.5,1,9,2,63.0,2,36.0,1.0,6485.78,2,0,1
206.46,1,41,0,65.0,2,279.0,1.0,3984.38,2,0,3
423.11,1,8,0,60.0,1,47.0,1.0,412.78,2,0,1
35.84,0,7,2,54.0,2,172.0,1.0,4795.65,0,0,1
88.6,0,33,1,28.0,3,105.0,1.0,246.57,1,0,0
22.46,1,27,2,54.0,2,78.0,1.0,6631.5,0,0,0
334.89,1,13,2,21.0,3,260.0,1.0,1661.68,1,0,2
319.27,0,29,2,54.0,2,59.00000000000001,1.0,5504.01,0,0,0
144.3,1,28,0,18.0,3,88.0,1.0,312.19,3,0,0
348.7,0,14,1,69.0,2,149.0,1.0,2445.58,2,0,2
366.21,1,28,0,62.0,0,181.0,1.0,10862.99,2,0,0
99.11,1,30,2,55.0,2,12.0,1.0,5414.87,0,0,0
539.35,1,25,0,55.0,2,127.0,1.0,3919.4399999999996,0,0,0
188.99,1,28,1,58.0,1,91.99999999999999,1.0,7315.34,2,0,0
710.14,1,12,0,26.0,3,227.0,1.0,465.62999999999994,1,1,2
308.68,1,25,2,53.0,0,170.0,1.0,9992.36,0,0,0
166.68,1,23,0,57.0,2,139.0,1.0,5141.19,2,0,0
66.58,1,33,1,23.0,3,79.0,1.0,1636.32,1,0,0
223.43,1,9,1,77.0,2,178.0,1.0,7932.410000000001,2,0,1
659.95,1,11,2,60.0,1,114.0,1.0,3927.6900000000005,2,1,1
634.86,1,6,0,27.0,3,45.0,1.0,588.4999999999999,1,1,1
286.5,0,4,1,30.0,1,60.00000000000001,1.0,8517.95,1,0,1
322.96,0,30,1,76.0,2,168.00000000000003,1.0,2401.59,2,0,0
654.48,1,8,1,19.0,3,114.0,1.0,6776.41,1,1,1
157.97,1,30,1,48.0,0,140.0,1.0,5529.92,0,0,0
120.90000000000002,2,40,1,40.0,0,52.00000000000001,1.0,9009.42,0,0,3
254.77,1,10,1,57.0,1,57.0,1.0,5994.87,2,0,1
795.96,1,33,2,65.0,2,119.0,1.0,5468.58,2,1,0
149.25,1,29,0,39.0,1,142.0,1.0,5677.52,0,0,0
3.42,0,35,3,43.0,0,158.0,1.0,14180.21,0,0,3
68.19,0,14,2,40.0,0,189.0,1.0,9895.1,0,0,2
493.4200000000001,2,3,1,39.0,1,111.0,1.0,2232.84,0,0,1
37.57,1,12,0,57.0,2,42.00000000000001,1.0,7739.54,2,0,2
96.89,1,43,0,59.0,4,53.00000000000001,1.0,6044.93,2,0,3
448.33,1,1,0,25.0,3,161.0,1.0,922.19,1,0,1
8.65,1,19,2,48.0,0,273.0,1.0,10778.35,0,0,2
539.81,1,37,2,46.0,1,177.0,1.0,2051.25,0,0,3
363.53,1,18,0,63.0,2,142.0,1.0,1038.91,2,0,2
64.9,0,11,1,51.0,2,72.0,1.0,6854.61,0,0,1
358.18,1,4,0,18.0,3,157.0,1.0,619.86,3,0,1
167.2,1,35,1,30.0,0,84.00000000000001,1.0,11320.83,1,0,3
121.90999999999998,1,6,1,60.0,0,133.0,1.0,14510.8,2,0,1
137.57,1,21,2,54.0,1,70.0,1.0,5103.67,0,0,2
534.62,1,28,2,55.0,0,45.0,1.0,13793.53,0,0,0
463.92,1,23,2,50.0,1,199.0,1.0,2403.39,0,0,0
320.14,1,25,2,60.0,2,96.0,1.0,3075.97,2,0,0
214.93,1,0,2,28.0,3,52.00000000000001,1.0,7835.4,1,0,1
660.02,1,26,1,20.0,3,84.00000000000001,1.0,414.43,1,1,0
345.81,1,33,1,40.0,1,135.0,1.0,6116.8,0,0,0
143.54,1,30,0,71.0,2,80.0,1.0,6067.62,2,0,0
42.55,1,39,1,53.0,1,29.000000000000004,1.0,7341.43,0,0,3
541.79,1,23,0,22.0,3,125.0,1.0,1454.08,1,0,0
40.57,1,8,1,26.0,3,63.0,1.0,1476.91,1,0,1
498.66999999999996,1,24,2,28.0,3,244.0,1.0,1719.97,1,0,0
227.22,1,12,0,53.0,0,220.0,1.0,832.82,0,0,2
56.94,0,5,2,76.0,4,74.0,1.0,7004.63,2,0,1
629.82,1,7,3,68.0,2,159.0,1.0,6385.69,2,1,1
59.44,1,6,2,35.0,1,176.0,1.0,5472.03,1,0,1
186.69,1,27,1,30.0,1,53.99999999999999,1.0,8602.22,1,0,0
230.46,1,23,2,19.0,3,179.0,1.0,162.53,1,0,0
65.09,0,39,2,44.0,1,159.0,1.0,9370.9,0,0,3
457.09,0,26,2,55.0,1,63.0,1.0,8570.82,0,0,0
552.02,0,6,0,44.0,1,100.00000000000001,1.0,522.08,0,0,1
377.12,1,15,0,34.0,1,61.00000000000001,1.0,836.6699999999998,1,0,2
204.56,0,36,1,18.0,3,179.0,1.0,364.72,3,0,3
420.28,1,42,1,35.0,0,144.0,1.0,8557.32,1,0,3
124.59,1,5,1,27.0,3,171.0,1.0,129.29,1,0,1
73.88,1,5,2,39.0,0,34.0,1.0,6474.41,0,0,1
245.93,1,14,1,54.0,1,172.0,1.0,7986.629999999999,0,0,2
622.41,1,16,0,64.0,0,125.0,1.0,7322.01,2,1,2
43.73,1,29,0,34.0,0,145.0,1.0,9929.43,1,0,0
2.03,0,11,0,33.0,1,28.0,1.0,3012.31,1,0,1
770.65,1,17,2,31.0,0,137.0,1.0,7198.8,1,1,2
260.31,1,2,1,63.0,0,113.0,1.0,10980.38,2,0,1
356.1,0,13,1,26.0,3,187.0,1.0,868.35,1,0,2
27.07,0,41,1,80.0,2,39.0,1.0,3773.2899999999995,2,0,3
119.89,1,40,0,67.0,0,60.00000000000001,1.0,6697.77,2,0,3
106.39,1,41,2,37.0,0,281.0,1.0,9410.99,0,0,3
12.04,1,13,2,37.0,1,58.00000000000001,1.0,6213.32,0,0,2
29.38,0,3,1,28.0,3,63.0,1.0,1663.31,1,0,1
319.85,1,10,0,60.0,0,148.0,1.0,711.6599999999999,2,0,1
350.14,0,20,2,75.0,2,37.99999999999999,1.0,2403.25,2,0,2
163.94,0,41,1,52.0,2,73.0,1.0,5957.37,0,0,3
170.53,1,28,1,24.0,3,58.00000000000001,1.0,801.01,1,0,0
262.22,0,3,0,40.0,1,136.0,1.0,5711.71,0,0,1
41.49,1,0,2,24.0,3,13.0,1.0,928.33,1,0,1
121.43,0,34,1,52.0,1,243.0,1.0,7365.28,0,0,3
350.46,1,26,1,51.0,2,165.0,1.0,5839.38,0,0,0
220.41,0,12,2,26.0,1,155.0,1.0,5116.98,1,0,2
33.46,1,39,0,72.0,2,111.0,1.0,3641.07,2,0,3
104.79,1,10,0,70.0,0,223.0,1.0,1352.19,2,0,1
246.27000000000004,1,14,2,29.0,0,141.0,1.0,7299.86,1,0,2
48.85,1,9,0,19.0,3,176.0,1.0,1503.56,1,0,1
332.0,1,5,0,69.0,2,17.0,1.0,5943.13,2,0,1
118.1,1,22,2,54.0,1,167.0,1.0,895.6599999999999,0,0,2
84.59,0,19,1,67.0,0,10.0,1.0,5669.1,2,0,2
295.64,1,17,2,21.0,3,82.0,1.0,1061.96,1,0,2
514.33,1,30,1,25.0,3,160.0,1.0,1592.94,1,0,0
94.59,1,42,2,39.0,0,34.0,1.0,6171.89,0,0,3
80.43,1,8,1,59.0,2,157.0,1.0,5987.67,2,0,1
54.25,1,41,2,68.0,0,37.0,1.0,14783.33,2,0,3
518.85,1,18,2,22.0,3,82.0,1.0,1806.0,1,0,2
10.65,1,21,2,54.0,0,161.0,1.0,13240.72,0,0,2
198.62,0,40,1,27.0,3,84.00000000000001,1.0,1196.07,1,0,3
107.03,1,24,1,27.0,3,73.0,1.0,1408.07,1,0,0
346.11,1,9,1,41.0,1,213.0,1.0,9551.64,0,0,1
138.06,1,5,1,44.0,1,159.0,1.0,1070.47,0,0,1
158.02,1,27,0,49.0,1,120.0,1.0,9374.24,0,0,0
830.01,0,6,2,66.0,2,96.0,1.0,4253.18,2,1,1
435.5,1,28,0,55.0,4,112.0,1.0,6981.03,0,0,0
110.49,1,33,2,57.0,0,48.0,1.0,10483.93,2,0,0
329.4,1,10,2,34.0,0,68.00000000000001,1.0,9588.07,1,0,1
635.4,1,10,0,47.0,0,106.0,1.0,1238.11,0,1,1
769.97,1,36,1,22.0,3,22.999999999999996,1.0,1244.93,1,1,3
175.07,1,7,1,26.0,3,169.0,1.0,1040.25,1,0,1
7.31,1,19,1,78.0,2,282.0,1.0,5757.67,2,0,2
56.12,1,12,0,30.0,0,102.0,1.0,8839.67,1,0,2
424.7,0,24,2,56.0,2,178.0,1.0,6239.89,2,0,0
35.73,1,24,1,65.0,0,87.0,1.0,9073.17,2,0,0
3.44,1,13,0,78.0,2,107.99999999999999,1.0,7561.33,2,0,2
139.03,0,20,2,50.0,1,81.0,1.0,2276.57,0,0,2
254.92,0,35,0,28.0,1,169.0,1.0,2791.12,1,0,3
115.11,1,0,2,28.0,1,139.0,1.0,9808.97,1,0,1
171.11,1,37,0,57.0,2,171.0,1.0,6324.09,2,0,3
408.46,1,33,1,64.0,2,28.0,1.0,3140.79,2,0,0
342.17,0,27,1,21.0,3,247.0,1.0,461.83,1,0,0
580.71,1,30,0,53.0,1,95.0,1.0,5670.0,0,1,0
821.54,0,1,1,79.0,2,36.0,1.0,4040.3199999999997,2,1,1
253.47,1,1,1,20.0,3,238.0,1.0,220.51,1,0,1
22.81,1,27,2,62.0,2,75.0,1.0,3634.76,2,0,0
266.57,0,4,2,39.0,1,96.0,1.0,7180.48,0,0,1
374.61,0,23,2,75.0,2,37.0,1.0,1389.71,2,0,0
339.35,0,4,0,78.0,2,70.0,1.0,5002.7,2,0,1
810.36,1,8,0,20.0,3,67.0,1.0,9239.12,1,1,1
9.83,1,22,0,24.0,3,86.0,1.0,666.42,1,0,2
135.57,0,4,1,51.0,0,116.00000000000001,1.0,11351.64,0,0,1
340.05,1,11,0,43.0,1,37.0,1.0,7234.15,0,0,1
283.45,1,7,1,27.0,1,127.0,1.0,2049.51,1,0,1
100.99,1,27,0,68.0,0,114.0,1.0,8865.27,2,0,0
90.88,1,0,1,18.0,3,176.0,1.0,3908.4700000000003,3,0,1
655.15,1,39,0,26.0,1,264.0,1.0,5587.44,1,1,3
320.55,1,25,2,50.0,1,118.0,1.0,438.75,0,0,0
41.51,1,31,2,28.0,3,48.0,1.0,609.5999999999999,1,0,0
71.53,0,17,1,68.0,2,39.0,1.0,2393.73,2,0,2
467.13,0,18,1,54.0,2,45.0,1.0,3914.84,0,0,2
235.4,1,11,1,28.0,3,70.0,1.0,818.3599999999999,1,0,1
159.32,1,39,1,18.0,3,100.00000000000001,1.0,304.44,3,0,3
50.83,0,30,2,30.0,0,48.0,1.0,9553.42,1,0,0
56.89,0,15,1,59.0,1,56.0,1.0,3034.67,2,0,2
20.22,1,17,0,43.0,1,138.0,1.0,5515.32,0,0,2
50.4,1,35,1,36.0,0,84.00000000000001,1.0,1677.01,1,0,3
73.88,1,20,1,53.0,2,131.0,1.0,4055.55,0,0,2
119.61,1,36,0,33.0,0,53.00000000000001,1.0,9899.94,1,0,3
116.58,1,33,1,43.0,1,247.0,1.0,2620.74,0,0,0
391.96,1,43,0,64.0,2,79.0,1.0,2174.16,2,0,3
156.26,0,41,1,46.0,1,160.0,1.0,7854.100000000001,0,0,3
427.0,0,28,1,49.0,1,163.0,1.0,8253.65,0,0,0
443.68,1,40,3,18.0,3,137.0,1.0,874.1499999999999,3,0,3
101.76,2,30,3,31.0,0,26.0,1.0,6043.25,1,0,0
67.57,1,5,1,37.0,1,107.0,1.0,2766.12,0,0,1
326.29,1,10,2,56.0,1,179.0,1.0,8171.259999999999,2,0,1
158.56,1,34,0,33.0,0,100.00000000000001,1.0,5401.21,1,0,3
56.02,1,22,2,27.0,3,142.0,1.0,3548.02,1,0,2
288.28,2,32,2,27.0,3,36.0,1.0,160.83,1,0,0
245.67,0,32,1,24.0,3,107.0,1.0,752.2499999999999,1,0,0
114.35,0,12,1,41.0,1,21.000000000000004,1.0,469.12,0,0,2
373.27,0,24,2,61.0,0,79.0,1.0,8441.61,2,0,0
504.63000000000005,1,32,2,60.0,1,168.00000000000003,1.0,3806.16,2,0,0
820.15,1,18,1,47.0,0,181.0,1.0,8802.97,0,1,2
8.37,1,7,0,63.0,2,135.0,1.0,1106.34,2,0,1
197.49,0,14,2,53.0,2,30.0,1.0,5005.33,0,0,2
637.97,1,27,1,58.0,2,90.0,1.0,7949.03,2,1,0
13.52,1,39,0,26.0,3,65.0,1.0,259.77,1,0,3
432.1,1,37,0,49.0,1,240.0,1.0,2114.3,0,0,3
642.68,1,14,1,50.0,0,94.0,1.0,8461.46,0,1,2
78.44,0,38,2,52.0,2,292.0,1.0,6870.84,0,0,3
139.72,1,22,1,49.0,1,201.0,1.0,5058.83,0,0,2
499.99,1,38,1,31.0,1,296.0,1.0,8885.0,1,0,3
10.07,1,0,2,24.0,3,49.0,1.0,530.81,1,0,1
120.61999999999999,1,33,0,23.0,3,85.0,1.0,9379.53,1,0,0
578.49,1,26,1,59.0,2,180.0,1.0,6475.13,2,1,0
280.92,1,31,2,41.0,0,168.00000000000003,1.0,5298.85,0,0,0
42.42,1,34,2,21.0,3,102.0,1.0,490.57,1,0,3
77.03,1,14,0,67.0,0,259.0,1.0,11310.27,2,0,2
22.59,1,39,0,62.0,2,45.0,1.0,3988.75,2,0,3
568.76,1,3,0,51.0,2,155.0,1.0,7484.319999999999,0,0,1
105.94,1,28,1,51.0,1,207.0,1.0,5963.1,0,0,0
350.15,0,14,0,21.0,3,195.0,1.0,296.47,1,0,2
183.67,1,36,2,19.0,3,238.0,1.0,910.26,1,0,3
278.27,1,40,1,29.0,0,123.0,1.0,6684.34,1,0,3
470.3,1,2,0,40.0,0,88.0,1.0,8524.09,0,0,1
261.69,1,30,0,53.0,2,84.00000000000001,1.0,5126.65,0,0,0
365.04,1,41,1,22.0,3,94.0,1.0,873.8899999999999,1,0,3
211.1,1,24,1,57.0,2,136.0,1.0,7059.77,2,0,0
21.49,1,10,0,58.0,0,240.0,1.0,11991.24,2,0,1
63.58,1,8,0,18.0,3,199.0,1.0,8086.040000000001,3,0,1
321.86,1,35,0,63.0,0,167.0,1.0,12626.49,2,0,3
12.11,1,17,3,75.0,2,127.0,1.0,1730.28,2,0,2
642.54,1,25,1,44.0,1,28.0,1.0,3143.17,0,1,0
210.45,1,19,0,27.0,3,146.0,1.0,1242.49,1,0,2
313.65,0,6,1,55.0,2,173.0,1.0,1886.36,0,0,1
99.76,1,34,1,26.0,3,131.0,1.0,416.89,1,0,3
115.32,1,10,1,53.0,2,113.0,1.0,5929.08,0,0,1
33.61,1,25,2,23.0,3,72.0,1.0,479.08,1,0,0
498.59,0,28,2,33.0,0,32.0,1.0,5862.99,1,0,0
98.81,1,37,1,27.0,3,91.0,1.0,797.1,1,0,3
1.8700000000000003,1,42,0,65.0,2,147.0,1.0,7287.94,2,0,3
78.92,0,17,2,59.0,1,95.0,1.0,5624.86,2,0,2
194.29,0,39,1,39.0,1,10.0,1.0,2988.41,0,0,3
28.73,1,18,0,53.0,1,185.0,1.0,2712.96,0,0,2
105.53,1,7,2,24.0,3,88.0,1.0,1433.66,1,0,1
737.34,1,24,2,30.0,0,34.0,1.0,7336.56,1,1,0
237.86,1,30,0,18.0,3,210.0,1.0,475.62999999999994,3,0,0
409.61,1,18,1,65.0,0,89.0,1.0,11698.15,2,0,2
75.53,0,14,2,21.0,3,157.0,1.0,1034.35,1,0,2
72.75,1,31,0,64.0,0,15.0,1.0,12042.79,2,0,0
39.11,1,8,2,26.0,3,143.0,1.0,518.54,1,0,1
729.38,1,20,0,68.0,0,90.0,1.0,9127.65,2,1,2
137.49,1,13,0,34.0,1,50.00000000000001,1.0,4471.05,1,0,2
504.71,1,11,2,29.0,1,61.00000000000001,1.0,6214.54,1,0,1
371.47,0,25,1,24.0,3,58.00000000000001,1.0,1187.04,1,0,0
430.35,1,5,2,36.0,0,205.0,1.0,354.9,1,0,1
230.32,1,19,1,35.0,1,56.0,1.0,791.46,1,0,2
121.71,1,6,0,52.0,2,140.0,1.0,5878.89,0,0,1
98.87,1,11,2,20.0,3,179.0,1.0,533.2,1,0,1
117.55,1,14,0,24.0,3,35.0,1.0,897.94,1,0,2
244.64,1,40,1,30.0,0,103.0,1.0,9159.56,1,0,3
321.93,1,26,0,45.0,1,12.0,1.0,4392.73,0,0,0
283.23,1,12,2,40.0,1,98.0,1.0,2008.7700000000002,0,0,2
346.65,1,42,2,30.0,1,60.00000000000001,1.0,6356.96,1,0,3
381.62,1,19,2,64.0,2,164.0,1.0,6009.12,2,0,2
388.65,1,28,0,76.0,2,43.0,1.0,7896.850000000001,2,0,0
29.22,1,35,0,24.0,3,151.0,1.0,1649.43,1,0,3
46.75,1,7,1,67.0,2,150.0,1.0,2840.43,2,0,1
348.64,1,38,2,57.0,2,128.0,1.0,3274.96,2,0,3
319.17,1,40,2,73.0,2,81.0,1.0,6501.56,2,0,3
73.95,1,18,0,26.0,3,75.99999999999999,1.0,363.92,1,0,2
389.63,1,23,2,27.0,1,99.0,1.0,9748.48,1,0,0
217.61,1,6,0,19.0,3,45.0,1.0,1404.53,1,0,1
199.84,1,9,0,21.0,3,150.0,1.0,706.44,1,0,1
56.35,1,5,0,44.0,0,75.0,1.0,5095.73,0,0,1
248.95000000000002,0,37,1,65.0,2,29.000000000000004,1.0,3059.79,2,0,3
142.58,1,35,0,33.0,1,145.0,1.0,7844.23,1,0,3
333.78,1,36,0,60.0,2,98.0,1.0,6810.94,2,0,3
332.59,1,35,2,55.0,2,143.0,1.0,1457.07,0,0,3
236.81,1,28,1,22.0,3,15.0,1.0,813.68,1,0,0
417.8,0,30,1,27.0,3,130.0,1.0,1518.82,1,0,0
319.27,1,35,0,50.0,0,150.0,1.0,10269.78,0,0,3
384.1,1,11,1,42.0,1,172.0,1.0,672.7899999999998,0,0,1
820.62,0,14,1,61.0,0,158.0,1.0,6024.8,2,1,2
474.77,0,16,2,56.0,1,50.00000000000001,1.0,2158.59,2,0,2
542.72,0,16,1,43.0,0,91.99999999999999,1.0,6011.8,0,0,2
79.8,1,13,0,73.0,2,75.99999999999999,1.0,6372.58,2,0,2
46.24,1,36,1,57.0,1,52.00000000000001,1.0,2569.56,2,0,3
327.8,1,37,0,61.0,0,53.99999999999999,1.0,10585.48,2,0,3
445.79,1,19,0,52.0,0,161.0,1.0,717.9899999999999,0,0,2
55.89,1,14,2,72.0,2,150.0,1.0,3689.65,2,0,2
158.41,1,34,1,28.0,3,16.0,1.0,1512.16,1,0,3
101.19,0,10,2,64.0,0,75.0,1.0,14389.45,2,0,1
61.970000000000006,1,31,0,74.0,2,95.0,1.0,7014.69,2,0,0
27.21,1,38,0,79.0,2,102.0,1.0,3520.61,2,0,3
173.74,1,15,2,80.0,2,64.0,1.0,4913.42,2,0,2
176.11,1,38,1,38.0,1,105.0,1.0,9155.35,0,0,3
88.4,1,13,2,46.0,1,174.0,1.0,2567.53,0,0,2
567.92,1,8,2,53.0,2,14.0,1.0,3779.4699999999993,0,0,1
138.11,0,31,2,68.0,2,104.0,1.0,4177.65,2,0,0
456.93,0,41,1,28.0,1,193.0,1.0,7284.76,1,0,3
101.42,1,1,2,66.0,2,146.0,1.0,6530.59,2,0,1
300.61,1,12,2,44.0,0,51.00000000000001,1.0,7895.540000000001,0,0,2
265.94,1,4,2,54.0,1,132.0,1.0,6781.3,0,0,1
345.54,1,36,2,29.0,1,50.00000000000001,1.0,2091.78,1,0,3
411.52,1,20,0,41.0,0,88.0,1.0,11108.39,0,0,2
111.21,1,32,1,35.0,0,111.0,1.0,9088.36,1,0,0
316.37,1,7,0,53.0,1,86.0,1.0,4671.69,0,0,1
260.63,1,13,1,37.0,1,142.0,1.0,7534.7300000000005,0,0,2
92.36,1,9,0,29.0,1,144.0,1.0,6353.14,1,0,1
262.06,1,28,1,63.0,0,118.0,1.0,13587.52,2,0,0
64.5,1,10,0,74.0,2,230.0,1.0,1351.24,2,0,1
175.94,1,16,0,57.0,2,89.0,1.0,3728.0400000000004,2,0,2
199.47,1,11,2,57.0,0,142.0,1.0,6067.44,2,0,1
51.07,1,9,1,63.0,2,133.0,1.0,4292.16,2,0,1
435.86,1,17,0,56.0,2,134.0,1.0,3801.8200000000006,2,0,2
74.73,0,17,1,64.0,2,162.0,1.0,6353.22,2,0,2
182.79,0,21,2,23.0,3,14.0,1.0,1251.85,1,0,2
628.36,1,2,2,44.0,0,107.99999999999999,1.0,11869.71,0,1,1
268.39,1,35,2,29.0,0,177.0,1.0,9409.43,1,0,3
362.27,1,17,0,80.0,2,47.0,1.0,6003.59,2,0,2
560.15,0,22,2,50.0,1,91.99999999999999,1.0,817.83,0,0,2
132.36,1,7,1,28.0,3,160.0,1.0,319.65,1,0,1
24.77,0,26,2,40.0,1,17.0,1.0,478.23,0,0,0
80.24,0,27,1,53.0,0,58.00000000000001,1.0,8012.810000000001,0,0,0
8.65,1,23,0,68.0,2,198.0,1.0,4201.22,2,0,0
178.91,1,29,0,18.0,3,18.999999999999996,1.0,8870.89,3,0,0
115.22,1,37,1,27.0,1,107.99999999999999,1.0,906.1999999999999,1,0,3
161.63,1,38,2,46.0,0,276.0,1.0,9286.37,0,0,3
542.75,0,26,1,70.0,2,63.0,1.0,2224.08,2,0,0
317.47,0,34,2,67.0,0,16.0,1.0,14639.28,2,0,3
280.99,1,15,1,45.0,1,29.000000000000004,1.0,9733.59,0,0,2
24.19,1,36,0,29.0,1,28.0,1.0,2756.2,1,0,3
586.85,1,23,0,36.0,0,86.0,1.0,6655.15,1,1,0
372.41,1,36,0,55.0,2,143.0,1.0,3233.87,0,0,3
383.69,1,7,2,54.0,1,285.0,1.0,8371.11,0,0,1
247.16999999999996,0,6,1,65.0,2,149.0,1.0,2611.64,2,0,1
48.78,0,18,1,18.0,3,136.0,1.0,552.06,3,0,2
4.15,0,29,1,60.0,2,119.0,1.0,6017.36,2,0,0
60.989999999999995,1,28,1,34.0,1,58.00000000000001,1.0,7281.46,1,0,0
408.19,1,23,1,26.0,1,241.0,1.0,6847.47,1,0,0
524.6,1,12,1,58.0,0,75.99999999999999,1.0,13017.7,2,0,2
108.96,1,25,0,26.0,3,247.0,1.0,7597.660000000001,1,0,0
70.03,1,26,1,63.0,2,49.0,1.0,7330.31,2,0,0
124.84,1,21,2,52.0,2,79.0,1.0,6711.78,0,0,2
324.04,1,41,0,54.0,2,30.0,1.0,2248.06,0,0,3
39.69,1,2,2,70.0,2,163.0,1.0,3524.68,2,0,1
157.7,0,29,1,58.0,4,45.99999999999999,1.0,8332.58,2,0,0
81.27,0,39,2,22.0,3,68.00000000000001,1.0,1814.48,1,0,3
193.82,1,18,1,37.0,1,176.0,1.0,3886.7699999999995,0,0,2
16.73,1,43,2,79.0,2,165.0,1.0,7591.129999999999,2,0,3
474.05,1,38,0,57.0,2,214.0,1.0,1484.31,2,0,3
637.75,1,9,1,79.0,2,151.99999999999997,1.0,4202.92,2,1,1
153.59,0,32,1,66.0,2,174.0,1.0,4813.12,2,0,0
186.6,1,40,1,18.0,3,139.0,1.0,9716.68,3,0,3
644.08,1,1,2,24.0,3,55.0,1.0,1980.62,1,1,1
226.66,1,43,1,41.0,0,168.00000000000003,1.0,10216.25,0,0,3
305.0,1,31,0,22.0,3,222.0,1.0,944.83,1,0,0
233.1,0,26,1,42.0,0,37.0,1.0,7469.2,0,0,0
793.13,1,22,2,68.0,0,75.99999999999999,1.0,13389.16,2,1,2
224.19,1,15,0,52.0,0,93.0,1.0,8475.47,0,0,2
214.83,0,40,0,23.0,3,63.0,1.0,991.6899999999999,1,0,3
163.46,0,3,1,63.0,2,111.0,1.0,6953.8,2,0,1
194.99,1,17,1,34.0,1,91.0,1.0,1370.03,1,0,2
227.5,1,34,2,34.0,0,277.0,1.0,11505.35,1,0,3
259.9,1,28,2,26.0,3,100.00000000000001,1.0,914.2799999999999,1,0,0
59.51,0,9,2,36.0,0,55.0,1.0,9955.88,1,0,1
112.94,0,35,2,73.0,2,30.999999999999996,1.0,3807.8399999999997,2,0,3
11.81,1,31,0,21.0,3,131.0,1.0,320.25,1,0,0
329.14,1,34,1,55.0,0,14.0,1.0,12033.92,0,0,3
154.24,1,23,0,61.0,2,82.0,1.0,6109.55,2,0,0
233.44,1,6,2,20.0,3,297.0,1.0,1691.88,1,0,1
141.8,2,6,0,18.0,3,116.00000000000001,1.0,1697.67,3,0,1
209.03,1,11,1,55.0,1,126.0,1.0,8359.5,0,0,1
261.14,1,35,3,42.0,1,162.0,1.0,6100.08,0,0,3
98.71,1,13,0,32.0,0,117.0,1.0,10095.23,1,0,2
87.38,1,1,1,21.0,3,252.0,1.0,1504.99,1,0,1
83.39,1,29,1,32.0,0,158.0,1.0,13182.11,1,0,0
267.55,1,5,2,46.0,1,40.0,1.0,4330.04,0,0,1
870.05,1,12,0,29.0,0,39.0,1.0,905.2499999999999,1,1,2
164.51,1,21,1,78.0,2,110.0,1.0,3553.69,2,0,2
758.12,1,37,0,69.0,2,90.0,1.0,6164.65,2,1,3
103.76,1,18,2,28.0,1,188.0,1.0,9626.14,1,0,2
583.92,1,18,2,55.0,1,139.0,1.0,6364.14,0,1,2
204.06,1,42,2,77.0,2,159.0,1.0,4351.83,2,0,3
53.51,1,27,2,56.0,2,165.0,1.0,5773.5,2,0,0
52.95,0,5,2,68.0,4,14.0,1.0,6335.58,2,0,1
120.17,1,32,0,49.0,0,105.0,1.0,5403.79,0,0,0
220.8,1,16,2,31.0,1,28.0,1.0,8135.31,1,0,2
119.01,1,30,0,45.0,0,87.0,1.0,9798.26,0,0,0
183.32,1,33,0,21.0,3,74.0,1.0,137.42,1,0,0
858.88,1,17,2,60.0,1,227.0,1.0,7015.46,2,1,2
11.46,0,37,2,41.0,1,128.0,1.0,2356.71,0,0,3
